App,Review,Category
Kiwi,Worst App. I have applied credit card now I am unable to flech my credit card number though app so unable to payment they don't have customer support.just 3rd graded,"['Application Approval and Eligibility Issues', 'Payment Processing Issues', 'Poor Customer Service']"
Kiwi,They took 5 days to process credit card and than rejected it. I have a good credit score and they rejected it.,"['Application Approval and Eligibility Issues', 'Credit Card and Banking Integration Challenges']"
Kiwi,Fast and Hassel free payments with reward.,['Positive Feedback on App Features and Rewards']
Kiwi,"This app is not working on my device from last few days. It is reflecting ""kiwi has stopped"". Please solve the problem.",['App Bugs and Technical Issues']
Kiwi,"Horrible and frustrating experience with the Gokiwinow Credit Card App. Despite big advertisements and promises, the service and support are extremely disappointing. My application was rejected even though I have a 790 credit score and no history of dues. There’s no option to redo KYC or correct errors in the form, which makes the process even more frustrating. Definitely not what I expected from such a hyped platform.","['Application Approval and Eligibility Issues', 'Poor Customer Service', 'App Interface and User Experience']"
Kiwi,Worst upi service by kiwi I have paid electricity bill but it's not updated to Electricity portal issue with Kiwi end they are saying. UPI is showing successful but payment not completed I wanted to give 0 star Worst service ever 😡😡😡😡😡😡,"['Poor Customer Service', 'App Bugs and Technical Issues', 'Payment Processing Issues']"
Kiwi,मैं बार बार कोशिश कर रहा हूं लेकिन मुझे upi वाला क्रेडिट कार्ड नहीं दे रहा है,['Application Approval and Eligibility Issues']
Kiwi,unable to change my residential address pin code while applying for credit card,"['Application Approval and Eligibility Issues', 'App Bugs and Technical Issues']"
Kiwi,very good good rewards givenback,['Positive Feedback on App Features and Rewards']
Kiwi,"Payment done on garrage vi qr scan, but no reward received on yes kiwi credit card",['Payment Processing Issues']
Kiwi,The customer service is awful. How do I prompt a response from anybody in the customer service team? The WhatsApp chat bot is really flawed and I have not received a response on the email sent either. Posting this review to receive a reply.,"['Poor Customer Service', 'App Bugs and Technical Issues']"
Kiwi,"Stupid app , even after all permission access given ... App is asking permission again and not moving forward.... Since last six months executivea are calling for VKYC but app is very poor to do the same things...","['App Bugs and Technical Issues', 'Poor Customer Service', 'Application Approval and Eligibility Issues']"
Kiwi,How to get the statement over email?,"['App Interface and User Experience', 'App Usability and Recommended Improvements']"
Kiwi,Best App for UPI spend..,['Positive Feedback on App Features and Rewards']
Kiwi,Really providing cashback on every transaction,['Positive Feedback on App Features and Rewards']
Kiwi,"Poor , I am not able to view credit card details , always shows server errors. Not able to link credit card also. Horrible experience, not able to use the app even after the card is issued. I regret applying for this card.","['App Bugs and Technical Issues', 'Credit Card and Banking Integration Challenges']"
Kiwi,Is this app for real or they are just collecting documents from us ? Please don't opt for this app.. Might be a scam. No proper communication for any of the queries raised. They are sending some general comments and assuming that they have responded to our quries. Pathetic support. Not recommended.,"['Poor Customer Service', 'Privacy and Data Concerns', 'Fraud Alerts and Scamming Concerns']"
Kiwi,App is Unresponsive all the time. There's server outage as well. Do you guys really have qualified Systems/Applications engineer working for you?,"['App Bugs and Technical Issues', 'App Interface and User Experience']"
Kiwi,"One of the best app for regular UPI payment to merchant, and best part is rewards, immediately you can transfer money from rewards point to bank account. Happy to use this app 🙂",['Positive Feedback on App Features and Rewards']
Kiwi,Great rewards of 2% with subscribers,['Positive Feedback on App Features and Rewards']
Kiwi,"From other Reviews, I Didn't got influenced and I Installed this. I MADE tons of payments but now at the time of Kiwi's withdrawal; it shows error and extremely disappointing is now the help section and emails aren't responding. Not providing resolution. It's been now more than 1p days I posted review. No buddy is contacting and resolving the problem. My Kiwi's aren't withdrawable. They're lier. No buddy will respond on Care email as well.","['Poor Customer Service', 'Payment Processing Issues', 'App Bugs and Technical Issues']"
Kiwi,Nice to have Only issue is taking time for the early payments! That needs to get corrected,"['App Bugs and Technical Issues', 'App Usability and Recommended Improvements']"
Kiwi,Very nice and good application I vee ben using kiwi app it's a very good,['Irrelevant/Spam']
Kiwi,Great app with unmatched rewards system,['Positive Feedback on App Features and Rewards']
Kiwi,Nice app for online payment and rewards,['Positive Feedback on App Features and Rewards']
Kiwi,Unable to install this app on my mobile tried mobile restart also but still unable to install,['App Bugs and Technical Issues']
Kiwi,Very good cash back UPI app,['Positive Feedback on App Features and Rewards']
Kiwi,It gives CB that's why I'm using this App but got totally disappointed by recent experience. I made transaction of 60₹ to merchant it showed me 4 kiwis CB and 240 kiwis in surprise reward but guess what my account got credited with only 4 kiwis those surprise 240 kiwi lost somewhere 😡,['Misleading Offers and Rewards Issues']
Kiwi,It's best credit card on UPI with best for offer and great online and offline offers on kiwi . Best Card for credit,['Positive Feedback on App Features and Rewards']
Kiwi,"My credit score is 800 plus, yet the credit card is looking not eligible क्या यार🤷",['Application Approval and Eligibility Issues']
Kiwi,The transactions are not getting updated on time in the app whatever debit credit is happening. The generated bill amount is also shows wrong. I have already connected with customer support but haven't received any positive response. I have facing lot of transactions issue and unable to track transactions. It's completely unacceptable and facing this problem from last 1 month.,"['Poor Customer Service', 'App Bugs and Technical Issues']"
Kiwi,very good application... must have in your mobile..,['Positive Feedback on App Features and Rewards']
Kiwi,Useless app they collect your data and sold to others.,['Privacy and Data Concerns']
Kiwi,"Mistakenly I entered wrong pi code of office address, and at the time of video kyc I talked to customer care and the wrong pincode and I asked for how to change that and he told talk to customer care of kiwi..I don't have options to change pincode thats why the was not approved my card...plz help me, and give me permission to re apply..if there had an option to change pincode so I would..but there were no option...this is mistake off kiwi app ..help me","['Application Approval and Eligibility Issues', 'Poor Customer Service', 'App Usability and Recommended Improvements']"
Kiwi,Very bad app and try some other app for rupay credit card. My cibil score is 732 still I am not eligible bcs of delayed payment shown in my cibil 5 years back post that i take 2 loan and completed without any delayed that kiwi app is not able to figure out. Very bad and feel bad for the people who provide/suggest this approach for eligibility check.,"['Application Approval and Eligibility Issues', 'Poor Customer Service']"
Kiwi,not accepting address non sense app,"['Application Approval and Eligibility Issues', 'App Bugs and Technical Issues']"
Kiwi,Good App You can Earn kiwi point and redeem,['Positive Feedback on App Features and Rewards']
Kiwi,Instant cashback of 1.93% received on medicines and I transferred to my bank account in seconds. The only pre-condition is the QR code you are scanning should be that of a merchant and not an individual. Great service!,['Positive Feedback on App Features and Rewards']
Kiwi,I am unable to add my Axis Bank rupay credit card on kivi app for payment,['Credit Card and Banking Integration Challenges']
Kiwi,Great UI and great rewards,"['App Interface and User Experience', 'Positive Feedback on App Features and Rewards']"
Kiwi,"I'm using this app since a month, Kiwi is best card for offers and cashbacks, really loved it.",['Positive Feedback on App Features and Rewards']
Kiwi,Why it's saying that my phone is rooted even my phone is not rooted and it's not supported my device even not my second device also I can't download it from play store,"['App Bugs and Technical Issues', 'App Interface and User Experience']"
Kiwi,"Wow amazed with the smoothness and design, switching to kiwi now 👌","['Positive Feedback on App Features and Rewards', 'App Interface and User Experience']"
Kiwi,Its very good and rewarding app... Improvement to be done in Scaning the QR code.. its taking 5 to 10 seconds where as Gpay is instant.. its may be due to other persons also use Gpay scanner..,"['App Usability and Recommended Improvements', 'App Interface and User Experience', 'Positive Feedback on App Features and Rewards']"
Kiwi,Fake app. Upi credit card not work.,"['App Bugs and Technical Issues', 'Credit Card and Banking Integration Challenges']"
Kiwi,Very easy to use and prompt cashback,['Positive Feedback on App Features and Rewards']
Kiwi,Kiwi is the best overall everything,['Irrelevant/Spam']
Kiwi,"Kiwi stands out as the best credit card on upi offering seamless transaction and great online and offline offers it,s perfect those looking for top cashback reward on every purchase",['Positive Feedback on App Features and Rewards']
Kiwi,"Processing of the application and communication needs a lot of improvement. But app is good, and rewards are better.","['Application Approval and Eligibility Issues', 'Poor Customer Service', 'Positive Feedback on App Features and Rewards']"
Kiwi,"Intresting app, using from last one month, very prompt & takes customer feedback very positively 👍","['App Usability and Recommended Improvements', 'Positive Feedback on App Features and Rewards']"
Kiwi,"How to delete my account ,my card not approved there is no option of deleting account in app","['Application Approval and Eligibility Issues', 'App Interface and User Experience']"
Kiwi,"One of the best card for cashback, but not able to use at many of the QR scans becoz of merchants are not getting enabled the cc transactions","['Functional Limitations and Restrictions', 'App Usability and Recommended Improvements']"
Kiwi,"Worst customer support! I had registered a complain via email for my application rejection. Initially, they responded with scripted message like ""it didn't match policy..."". I raised questions like I never applied for the same then how it got rejected? Have been following up from days till then but haven't received any response yet. There's no number to connect and not getting email response. I'd rate less than 3rd class customer support. #disappointed","['Application Approval and Eligibility Issues', 'Poor Customer Service']"
Kiwi,"Overall the app is great but sometimes I face the problem of qr code not being detected instantly or sometimes not at all as compared to gpay for example which instantly detects qr codes in all conditions. If this is fixed, it would make it a great app overall.","['App Bugs and Technical Issues', 'App Usability and Recommended Improvements']"
Kiwi,great experience super pay never failed a payment,['Positive Feedback on App Features and Rewards']
Kiwi,very good alternative to gpay,['Positive Feedback on App Features and Rewards']
Kiwi,Good for getting cashback on UPI pauments,['Positive Feedback on App Features and Rewards']
Kiwi,"Pros:- Only UPI app which give cash back for every payment. Cons:- Not keeping promise of 5% cash back after 1.5Lakh spend, even after spending more than 1.5 lakh and paying back the same in subsequent billing still same cash back coming Not a single Airport lounge got activate even after spending and payback more than 1.5Lakh. Customer care don't respond even after rasing complaint.","['Misleading Offers and Rewards Issues', 'Poor Customer Service']"
Kiwi,Awesome app !! Transactions are so smooth and reward too keep same spirit waiting for more rewards. Just need some clarity on neonkiwis but didn't get support from support team,"['Poor Customer Service', 'Positive Feedback on App Features and Rewards']"
Kiwi,"Grate app love and their cashback system, cash back should have been better but app is also simple.","['App Interface and User Experience', 'Positive Feedback on App Features and Rewards']"
Kiwi,"Worst experience ever , no camera clarity at time of kyc, app asking for permission even after providing all permission.","['Application Approval and Eligibility Issues', 'App Bugs and Technical Issues', 'App Interface and User Experience']"
Kiwi,App doesn't open for payment. Serious bug in application.,"['App Bugs and Technical Issues', 'Payment Processing Issues']"
Kiwi,"Edit : App is not able to send credit card statement. No push notification for billing date. Managed by Yes Bank, the statement file was corrupt. Yes Bank's IVR Toll Free number bot is broken too. I never connected to customer support. This app can really mess up credit score. App is ridiculous. Their chatbot is not working in app and whatsapp. For almost everything it respond with ""Sorry, I'm not sure. Is there anything else I can help you with"". I couldn't connect to any human or request a ca","['App Bugs and Technical Issues', 'Poor Customer Service', 'Credit Card and Banking Integration Challenges', 'App Interface and User Experience', 'Functional Limitations and Restrictions']"
Kiwi,"no place to fill father name, showing error","['App Bugs and Technical Issues', 'App Interface and User Experience']"
Kiwi,"Worst experience with this app support, they simply said we tried to call but call has not been connected....",['Poor Customer Service']
Kiwi,One of the best payment app...,['Positive Feedback on App Features and Rewards']
Kiwi,Excellent App and has best benefits,['Positive Feedback on App Features and Rewards']
Kiwi,"Scam app, no customer care support, Make multiple strike on cibil and take every personal details along with aadhaar number , beware of these fraudsters app.","['Poor Customer Service', 'Privacy and Data Concerns', 'Fraud Alerts and Scamming Concerns']"
Kiwi,Got cashback for the first time. And a very nice bank has given Rupiah card for life time free.,['Positive Feedback on App Features and Rewards']
Kiwi,"good app, but need more clarification about charges such as MDR on payment screen for fuel expenses, done by credit card..","['Payment Processing Issues', 'Credit Card and Banking Integration Challenges', 'App Usability and Recommended Improvements']"
Kiwi,"I love how Pop rewards me for my daily transactions. It’s efficient, secure, and reliable,",['Positive Feedback on App Features and Rewards']
Kiwi,cards not approved my cibil is more than 800,['Application Approval and Eligibility Issues']
Kiwi,Amezing app for fund transfer with rewards and benifits,['Positive Feedback on App Features and Rewards']
Kiwi,It really works. I downloaded it after watching an ad on Facebook. Rewards are always rewarding. All success to kiwi group,['Positive Feedback on App Features and Rewards']
Kiwi,"This is very use full app, against the nomal UPI TRANSECTION, upi transection done long statment, this app is statment cutter.",['App Usability and Recommended Improvements']
Kiwi,Unable to add new credit card rupay. As the continue button is not working on UPI card adding section,"['App Bugs and Technical Issues', 'Credit Card and Banking Integration Challenges']"
Kiwi,I personally use for every marchent payment,['Positive Feedback on App Features and Rewards']
Kiwi,Worst app ever and worst bank yes bank both are useless Don't install and use.,"['Poor Customer Service', 'App Bugs and Technical Issues']"
Kiwi,"It's nice experience. Fast,accurate and very easy to use this app. Thank you Kiwi.","['Positive Feedback on App Features and Rewards', 'App Interface and User Experience']"
Kiwi,wrong details show regarding my sivel,['App Bugs and Technical Issues']
Kiwi,Great experience and thanks for cash rewards,['Positive Feedback on App Features and Rewards']
Kiwi,Not able to link bank account. Update: still not able to link my bank account with kiwi UPI.,"['Credit Card and Banking Integration Challenges', 'App Bugs and Technical Issues']"
Kiwi,very good app and services But scan qr code is not fast response,"['App Bugs and Technical Issues', 'Positive Feedback on App Features and Rewards']"
Kiwi,I instaled kiwi app and i entered My Number and they say ur Account is Blocked Y yaar i feel Very bad ur Service,"['Application Approval and Eligibility Issues', 'Poor Customer Service']"
Kiwi,"Worst App and Coustomer support I have ever seen. Jaise hi app install Kiya Mera Bank account link kara liya. Phir uske thodi der baad mera account block kar diya. Jabki maine toh koi transaction bhi nhi ki thi tab tak. Inhone ek number diya uss par WhatsApp pe baat karne ko about temporary blocking but what's app par coustomer support services work hi nhi kar raha. Kuch bhi type Karu toh same hi reply aata hai=Sorry, I'm not sure. Is there anything else I can help you with. So why are open it","['Poor Customer Service', 'App Bugs and Technical Issues', 'Credit Card and Banking Integration Challenges']"
Kiwi,Awesome I Loving It 🥝 Great App,['Irrelevant/Spam']
Kiwi,need UPI lite feature asap. have to rely on GPay for smaller payments.,"['Functional Limitations and Restrictions', 'App Usability and Recommended Improvements']"
Kiwi,"1 lakh se upar spent karliya but still 2 % cashback and worst customer care service , abhi tak cashback nahi mila hai","['Poor Customer Service', 'Misleading Offers and Rewards Issues']"
Kiwi,"MIND BLOWING, EXTRAORDINARY, OUTSTANDING, SUPERB, FANTASTIC APPLICATION 👍⚡",['Irrelevant/Spam']
Kiwi,"They buy paid reviews so don't trust on the reviews. And definitely don't trust on your money with this app kiwi, not trust worth.","['Poor Customer Service', 'Misleading Offers and Rewards Issues', 'Fraud Alerts and Scamming Concerns']"
Kiwi,Reward coins can be better I see higher the transaction and lower the amount of coins you receive and sometimes it's none. Still a good app.,"['App Bugs and Technical Issues', 'Positive Feedback on App Features and Rewards']"
Kiwi,"It doesn't open up while scanning to do payment and kinds of get stuck, needs improvement on payment to go through","['App Bugs and Technical Issues', 'Payment Processing Issues', 'App Usability and Recommended Improvements']"
Kiwi,"Best credit card on upi.great online and offline offers on kiwi, Best credit card for cashback",['Positive Feedback on App Features and Rewards']
Kiwi,"User friendly app, great features","['App Interface and User Experience', 'Positive Feedback on App Features and Rewards']"
Kiwi,Excellent App with user friendly interface with is easy to use and the cashback offer is really cool enjoying a lot,"['App Interface and User Experience', 'Positive Feedback on App Features and Rewards']"
Kiwi,I like this app very much for rewards,['Positive Feedback on App Features and Rewards']
Kiwi,Great online and offline offers on kiwi best card for cashback best offers,['Positive Feedback on App Features and Rewards']
Kiwi,Great online and offline offers on kiwi best card for cashback best for offers,['Positive Feedback on App Features and Rewards']
Kiwi,"Nice app, safe & secure","['Positive Feedback on App Features and Rewards', 'Privacy and Data Concerns']"
Kiwi,Amazing and great app with user friendly ui and best abb for upi,"['Positive Feedback on App Features and Rewards', 'App Interface and User Experience']"
Kiwi,Best credit card on upi,['Positive Feedback on App Features and Rewards']
Kiwi,Pathetic app My cibil is more than required but app denied my application for no reason.,['Application Approval and Eligibility Issues']
Kiwi,"The KIWI UPI App is a fintech innovation that combines the power of credit cards with the convenience of UPI Payment. It allows Users to make UPI Transactions Using Rupay Credit cards, Offering features such as QR CODE Payment, Rewards on transaction,and flexible Repayment Options...",['Positive Feedback on App Features and Rewards']
Kiwi,"I've been using the Kiwi app, and it's been a game changer. It's the best card for cash back, offering excellent rewards on everyday purchases. The integration with UPI makes transactions quick and easy. Plus, the card features fantastic offers that save me money at my favorite retailers. Overall, it combines convenience, great rewards, and valuable discounts,best offer making it a must-have for anyone looking to maximize their spending benefits. Great online and offline offers on Kiwi Best card",['Positive Feedback on App Features and Rewards']
Kiwi,Very nice App. Very useful App Easily upi transition.,"['Positive Feedback on App Features and Rewards', 'App Usability and Recommended Improvements']"
Kiwi,Best credit cards on UPI,['Irrelevant/Spam']
Kiwi,Kiwi app was one of the best app for UPI and credit card and the best credit card on UPI and great online and offline offers on kiwi best card and cashback,['Positive Feedback on App Features and Rewards']
Kiwi,This app make fool to everyone. I have reached the milestone 3 of rs 150000 in forst month. They give me cb fot that month only. For second month they will provide you only 2%cb. So technically you will get 5% cb on first 150000 spend only after that your limit reduced to 2% only. They will charge 999 as nion membership and you will get 5% on first 150000 only. Remember this before applying. Hope no one get fooled like me.,['Misleading Offers and Rewards Issues']
Kiwi,This the best app I have ever used.. it provides great online and offline offers and its best for cash back and offers. I would highly recommend this app it's the best credit card on UPI,['Positive Feedback on App Features and Rewards']
Kiwi,"I'm simply unable to register on the app for payments. It's taking forever to link my UPI ID, even after 3 hours and trying multiple times. Uninstalling it now after posting this review.","['Application Approval and Eligibility Issues', 'Payment Processing Issues', 'App Bugs and Technical Issues']"
Kiwi,"You get cashback and can directly credit into your account on every single transaction you do, loving it",['Positive Feedback on App Features and Rewards']
Kiwi,Don't download kiwi app yesterday i scame Rs. 10000 for same purchase but i didn't get any reward right know im using so many other app in that i getting some reward daily so iam requesting don't download kiwi they are fround,"['Misleading Offers and Rewards Issues', 'Fraud Alerts and Scamming Concerns']"
Kiwi,Good and best' Upi payment,['Irrelevant/Spam']
Kiwi,Wow this is cool app I am using this application 😃😃😃😃😃😃,['Irrelevant/Spam']
Kiwi,it is very bad app,['App Bugs and Technical Issues']
Kiwi,"Awesome experience, strongly recommended. Easy to use and user friendly interface.","['Positive Feedback on App Features and Rewards', 'App Interface and User Experience']"
Kiwi,"Waow Another waste app, trying to trick people to apply for Yes Bank Credit card. No use if you have other banks Rupay card, forcing to buy their subscription. Waste of time.","['Application Approval and Eligibility Issues', 'Misleading Offers and Rewards Issues', 'Functional Limitations and Restrictions']"
Kiwi,"Before marketing, Please work on app... Too much buggy, even after adding back ac i cant scan qr, its keep asking me to add bank, There no option for delete or deactivate app, Customer support chat ia poor there no proper option to reaolved query....","['App Bugs and Technical Issues', 'Payment Processing Issues', 'Poor Customer Service', 'App Interface and User Experience']"
Kiwi,This company seems completely unaware of what they're offering to customers—one of the worst fintech company I guess! I applied for the Kiwi RuPay Credit Card through the app and I noticed Yes Bank is the partner providing the card. Yes Bank sent me an acknowledgment confirming the card approval and even issued virtual card. However card is not showing in the app and support team at Kiwi insists the card wasn't approved. This is absurd!,"['Application Approval and Eligibility Issues', 'Poor Customer Service', 'App Bugs and Technical Issues']"
Kiwi,Kiwi UPI app is very good and I get many rewards from it and I am very happy,['Positive Feedback on App Features and Rewards']
Kiwi,"The ui of the so it's not the best. Applied for a credit card, rejected as incorrect address. And not able to reapply! Unable to get proper customer support as well. Quite disappointing","['Application Approval and Eligibility Issues', 'Poor Customer Service', 'App Interface and User Experience']"
Kiwi,"Nice app for UPI payments. No nonsense vouchers, only cash back straight into bank account.",['Positive Feedback on App Features and Rewards']
Kiwi,Best credit card on UPI,['Positive Feedback on App Features and Rewards']
Kiwi,Best credit card app for upi,['Positive Feedback on App Features and Rewards']
Kiwi,"""Disappointed with the lack of discounts on Zomato and other platforms after just one month of good offers. Now, I no longer see any offers while making UPI payments. Not satisfied with this experience.""",['Misleading Offers and Rewards Issues']
Kiwi,Best' creadit card on UPI,['Irrelevant/Spam']
Kiwi,"Great app, great rewards ,thank you KIWI",['Positive Feedback on App Features and Rewards']
Kiwi,"No customer care service, I have mailed them twice or thrice and every time I get only acknowledgment number but no reply from customer care support, also they don't have any contact number. Whenever I call yes bank they say contact kiwi customer care for this query. Edit: they are lying, they don't even replied to mail. Ticket id 191897",['Poor Customer Service']
Kiwi,Best credit card on upi Great online and offline offers on kiwi Best card for cash back Best offer,['Positive Feedback on App Features and Rewards']
Kiwi,3rd grade service and app flow. I do not recommend this product to anyone.,"['Poor Customer Service', 'App Interface and User Experience']"
Kiwi,It was the best credit card on upi it was a great online and offline shopping,['Positive Feedback on App Features and Rewards']
Kiwi,Very bad app credit card didn't approved to me and all my 10 friends please don't time waste my cibil score is 787 and 100℅ on time payment done,['Application Approval and Eligibility Issues']
Kiwi,Very good app for upi payments.,['Positive Feedback on App Features and Rewards']
Kiwi,After first 5-6 payments they don't give any reward or cashback for using their platform. In one word they don't do what they say in the adds. Although app interface and payments are smooth and easy.,"['Misleading Offers and Rewards Issues', 'Payment Processing Issues', 'App Interface and User Experience']"
Kiwi,Very good to use and rewarding,['Positive Feedback on App Features and Rewards']
Kiwi,"I applied for UPI card and due to my good score, I got the yes bank virtual rupay card through kiwi. But disappointment occur after get the card. I am unable to set UPI PIN in kiwi app. Thus, not able to use the card. And won't believe that KIWI doesn't have any support system to resolve it or any other issue. Kiwi is interested to get commission through new card application only. Further there is no support. Despite Got the card from 18th nov, yet I am unable to set the PIN to use the card.","['Application Approval and Eligibility Issues', 'Poor Customer Service', 'App Bugs and Technical Issues']"
Kiwi,As per my experience the app is lower than expectation after 1 2 or say 3 transaction the rewards are not credited I have created multiple support tickets but Failed to provide resolution infact out of 10-12 transaction reward is recieved for only 3 transaction,"['Poor Customer Service', 'Misleading Offers and Rewards Issues']"
Kiwi,"I'm very happy with Kiwi. I've earned a lot of cashback on my everyday purchases, and the app is easy to use.","['Positive Feedback on App Features and Rewards', 'App Interface and User Experience']"
Kiwi,good cash back and fast payment,['Positive Feedback on App Features and Rewards']
Kiwi,Should have been good in tracking the outstanding amount.,['App Usability and Recommended Improvements']
Kiwi,Best upi rupay credit card at this time,['Positive Feedback on App Features and Rewards']
Kiwi,बहुत ही घटिया ऐप है,['App Interface and User Experience']
Kiwi,Good app to transaction on the UPI credited transaction benefits and safe secure app,"['Positive Feedback on App Features and Rewards', 'App Interface and User Experience']"
Kiwi,Kiwi is the best application but never all must download and use 🥰🥰,['Irrelevant/Spam']
Kiwi,Best credit cards app you may try and low ads very good,"['Positive Feedback on App Features and Rewards', 'App Usability and Recommended Improvements']"
Kiwi,"Started with 2% cashback, then 1% and now hardly any cashback. If you are expecting good offers, stay away. Update: Just check the template response from the team. Clearly you guys aren't interested in the feedback.","['Poor Customer Service', 'Misleading Offers and Rewards Issues']"
Kiwi,Great offline and online offers on kiwi best Card for cashback,['Positive Feedback on App Features and Rewards']
Kiwi,I am applying this card that time internal server problem facing.this not maintain proper maintaince,"['Application Approval and Eligibility Issues', 'App Bugs and Technical Issues']"
Kiwi,They're just upi app and reject the credit card application. When I asked questions from customer team they say contact Yes Bank. Failed to answer questions from last 16 days. Please explain simple questions: 1. What is Bank Internal Policy? 2. On what group my credit card application is rejected even if I have good credit score & history? 3. What are the other factors?,"['Application Approval and Eligibility Issues', 'Poor Customer Service']"
Kiwi,Kiwi is the best credit card on UPI! It offers great online and offline offers and is the best card for cashback. Perfect for anyone looking to maximize savings and enjoy the best offers on every purchase,['Positive Feedback on App Features and Rewards']
Kiwi,I have been using this app for 2-3 months and the experience i want to share is amazing the upi transaction is smooth and i also get cashback .,['Positive Feedback on App Features and Rewards']
Kiwi,"Fantastic app! Best credit card for UPI, Kiwi makes getting temporary phone numbers quick and hassle-free. Highly reliable and perfect for maintaining privacy—highly recommended!","['Positive Feedback on App Features and Rewards', 'Privacy and Data Concerns']"
